placard_type,hazmat_class_railstate,hazmat_class_cfr,hazmat_name_cfr,hazmat_name_census,in_railstate,in_cfr,in_census,count_placard_type_railstate
UN2605,NA,6.1,Methoxymethyl isocyanate,Methoxymethyl isocyanate,FALSE,TRUE,TRUE,NA
UN2554,NA,3,Methyl allyl chloride,Methyl allyl chloride,FALSE,TRUE,TRUE,NA
UN2454,NA,2.1,"Methyl fluoride, or Refrigerant gas R 41","Methyl fluoride, or Refrigerant gas R 41",FALSE,TRUE,TRUE,NA
UN2644,NA,6.1,Methyl iodide,Methyl iodide,FALSE,TRUE,TRUE,NA
UN2480,NA,6.1,Methyl isocyanate,Methyl isocyanate,FALSE,TRUE,TRUE,NA
UN2477,NA,6.1,Methyl isothiocyanate,Methyl isothiocyanate,FALSE,TRUE,TRUE,NA
UN2400,NA,3,Methyl isovalerate,Methyl isovalerate,FALSE,TRUE,TRUE,NA
UN2606,NA,6.1,Methyl orthosilicate,Methyl orthosilicate,FALSE,TRUE,TRUE,NA
UN2398,NA,3,Methyl tert-butyl ether,Methyl tert-butyl ether,FALSE,TRUE,TRUE,NA
UN2534,NA,2.3,Methylchlorosilane,Methylchlorosilane,FALSE,TRUE,TRUE,NA
UN2617,NA,3,"Methylcyclohexanols, flammable","Methylcyclohexanols, flammable",FALSE,TRUE,TRUE,NA
UN2297,NA,3,Methylcyclohexanone,Methylcyclohexanone,FALSE,TRUE,TRUE,NA
UN2298,NA,3,Methylcyclopentane,Methylcyclopentane,FALSE,TRUE,TRUE,NA
UN2461,NA,3,Methylpentadienes,Methylpentadienes,FALSE,TRUE,TRUE,NA
UN2437,NA,8,Methylphenyldichlorosilane,Methylphenyldichlorosilane,FALSE,TRUE,TRUE,NA
UN2536,NA,3,Methyltetrahydrofuran,Methyltetrahydrofuran,FALSE,TRUE,TRUE,NA
UN0136,NA,1.1F,Mines with bursting charge,Mines with bursting charge,FALSE,TRUE,TRUE,NA
UN0137,NA,1.1D,Mines with bursting charge,Mines with bursting charge,FALSE,TRUE,TRUE,NA
UN0138,NA,1.2D,Mines with bursting charge,Mines with bursting charge,FALSE,TRUE,TRUE,NA
UN2508,NA,8,Molybdenum pentachloride,Molybdenum pentachloride,FALSE,TRUE,TRUE,NA
UN1649,NA,6.1,Motor fuel anti-knock mixtures,Motor fuel anti-knock mixtures,FALSE,TRUE,TRUE,NA
UN2432,NA,6.1,"N, N-Diethylaniline","N, N-Diethylaniline",FALSE,TRUE,TRUE,NA
UN2685,NA,8,"N,N-Diethylethylenediamine","N,N-Diethylethylenediamine",FALSE,TRUE,TRUE,NA
UN2253,NA,6.1,"N,N-Dimethylaniline","N,N-Dimethylaniline",FALSE,TRUE,TRUE,NA
UN2264,NA,8,"N,N-Dimethylcyclohexylamine","N,N-Dimethylcyclohexylamine",FALSE,TRUE,TRUE,NA
UN2738,NA,6.1,N-Butylaniline,N-Butylaniline,FALSE,TRUE,TRUE,NA
UN2274,NA,6.1,N-Ethyl-N-benzylaniline,N-Ethyl-N-benzylaniline,FALSE,TRUE,TRUE,NA
UN2272,NA,6.1,N-Ethylaniline,N-Ethylaniline,FALSE,TRUE,TRUE,NA
UN2753,NA,6.1,N-Ethylbenzyltoluidines liquid,N-Ethylbenzyltoluidines liquid,FALSE,TRUE,TRUE,NA
UN3460,NA,6.1,"N-Ethylbenzyltoluidines, solid","N-Ethylbenzyltoluidines, solid",FALSE,TRUE,TRUE,NA
UN2754,NA,6.1,N-Ethyltoluidines,N-Ethyltoluidines,FALSE,TRUE,TRUE,NA
UN2294,NA,6.1,N-Methylaniline,N-Methylaniline,FALSE,TRUE,TRUE,NA
UN2945,NA,3,N-Methylbutylamine,N-Methylbutylamine,FALSE,TRUE,TRUE,NA
UN1652,NA,6.1,Naphthylurea,Naphthylurea,FALSE,TRUE,TRUE,NA
UN2725,NA,5.1,Nickel nitrate,Nickel nitrate,FALSE,TRUE,TRUE,NA
UN2726,NA,5.1,Nickel nitrite,Nickel nitrite,FALSE,TRUE,TRUE,NA
UN1655,NA,6.1,"Nicotine compounds, solid, n.o.s. or Nicotine preparations, solid, n.o.s.","Nicotine compounds, solid, n.o.s. or Nicotine preparations, solid, n.o.s #OR# Nicotine compounds, solid, n.o.s. or Nicotine preparations, solid, n.o.s.",FALSE,TRUE,TRUE,NA
UN1656,NA,6.1,Nicotine hydrochloride liquid or solution,Nicotine hydrochloride liquid or solution,FALSE,TRUE,TRUE,NA
UN3218,NA,5.1,"Nitrates, inorganic, aqueous solution, n.o.s.","Nitrates, inorganic, aqueous solution, n.o.s.",FALSE,TRUE,TRUE,NA
UN1796,NA,8,Nitrating acid mixtures with more than 50 percent nitric acid #OR# Nitrating acid mixtures with not more than 50 percent nitric acid,Nitrating acid mixtures with more than 50 percent nitric acid #OR# Nitrating acid mixtures with not more than 50 percent nitric acid,FALSE,TRUE,TRUE,NA
UN2032,NA,8,"Nitric acid, red fuming","Nitric acid, red fuming",FALSE,TRUE,TRUE,NA
UN3439,NA,6.1,"Nitriles, solid, toxic, n.o.s.","Nitriles, solid, toxic, n.o.s.",FALSE,TRUE,TRUE,NA
UN3219,NA,5.1,"Nitrites, inorganic, aqueous solution, n.o.s","Nitrites, inorganic, aqueous solution, n.o.s",FALSE,TRUE,TRUE,NA
UN2627,NA,5.1,"Nitrites, inorganic, n.o.s.","Nitrites, inorganic, n.o.s",FALSE,TRUE,TRUE,NA
UN0147,NA,1.1D,Nitro urea,Nitro urea,FALSE,TRUE,TRUE,NA
UN2730,NA,6.1,"Nitroanisole, liquid","Nitroanisole, liquid",FALSE,TRUE,TRUE,NA
UN3458,NA,6.1,"Nitroanisoles, solid","Nitroanisoles, solid",FALSE,TRUE,TRUE,NA
UN2306,NA,6.1,"Nitrobenzotrifluorides, liquid","Nitrobenzotrifluorides, liquid",FALSE,TRUE,TRUE,NA
UN2732,NA,6.1,"Nitrobromobenzenes, liquid","Nitrobromobenzenes, liquid",FALSE,TRUE,TRUE,NA
UN2556,NA,4.1,"Nitrocellulose with alcohol with not less than 25 percent alcohol by mass, and with not more than 12.6 percent nitrogen, by dry mass","Nitrocellulose with alcohol with not less than 25 percent alcohol by mass, and with not more than 12.6 percent nitrogen, by dry mass",FALSE,TRUE,TRUE,NA
UN2555,NA,4.1,"Nitrocellulose with water with not less than 25 percent water, by mass",Nitrocellulose with water with not less than 25 percent water by mass,FALSE,TRUE,TRUE,NA
UN0340,NA,1.1D,"Nitrocellulose, dry or wetted with less than 25 percent water (or alcohol), by mass","Nitrocellulose, dry or wetted with less than 25 percent water (or alcohol), by mass",FALSE,TRUE,TRUE,NA
UN0343,NA,1.3C,"Nitrocellulose, plasticized with not less than 18 percent plasticizing substance, by mass","Nitrocellulose, plasticized with not less than 18 percent plasticizing substance, by mass",FALSE,TRUE,TRUE,NA
UN0341,NA,1.1D,"Nitrocellulose, unmodified or plasticized with less than 18 percent plasticizing substance, by mass","Nitrocellulose, unmodified or plasticized with less than 18 percent plasticizing substance, by mass",FALSE,TRUE,TRUE,NA
UN0342,NA,1.3C,"Nitrocellulose, wetted with not less than 25 percent alcohol, by mass","Nitrocellulose, wetted with not less than 25 percent alcohol, by mass",FALSE,TRUE,TRUE,NA
UN2557,NA,4.1,"Nitrocellulose, with not more than 12.6 percent nitrogen, by dry mass mixture with or without plasticizer, with or without pigment","Nitrocellulose, with not more than 12.6 percent nitrogen, by dry mass mixture with or without plasticizer, with or without pigment",FALSE,TRUE,TRUE,NA
UN3343,NA,3,"Nitroglycerin mixture, desensitized, liquid, flammable, n.o.s. with not more than 30 percent nitroglycerin, by mass","Nitroglycerin mixture, desensitized, liquid, flammable, n.o.s. with not more than 30 percent nitroglycerin, by mass",FALSE,TRUE,TRUE,NA
UN3319,NA,4.1,"Nitroglycerin mixture, desensitized, solid, n.o.s. with more than 2 percent but not more than 10 percent nitroglycerin, by mass","Nitroglycerin mixture, desensitized, solid, n.o.s. with more than 2 percent but not more than 10 percent nitroglycerin, by mass",FALSE,TRUE,TRUE,NA
UN0143,NA,1.1D,"Nitroglycerin, desensitized with not less than 40 percent non-volatile water insoluble phlegmatizer, by mass","Nitroglycerin, desensitized with not less than 40 percent non-volatile water insoluble phlegmatizer, by mass",FALSE,TRUE,TRUE,NA
UN0144,NA,1.1D,"Nitroglycerin, solution in alcohol, with more than 1 percent but not more than 10 percent nitroglycerin","Nitroglycerin, solution in alcohol, with more than 1 percent but not more than 10 percent nitroglycerin",FALSE,TRUE,TRUE,NA
UN3064,NA,3,"Nitroglycerin, solution in alcohol, with more than 1 percent but not more than 5 percent nitroglycerin","Nitroglycerin, solution in alcohol, with more than 1 percent but not more than 5 percent nitroglycerin",FALSE,TRUE,TRUE,NA
UN0282,NA,1.1D,"Nitroguanidine or Picrite, dry or wetted with less than 20 percent water, by mass","Nitroguanidine or Picrite, dry or wetted with less than 20 percent water, by mass",FALSE,TRUE,TRUE,NA
UN2538,NA,4.1,Nitronaphthalene,Nitronaphthalene,FALSE,TRUE,TRUE,NA
UN2608,NA,3,Nitropropanes,Nitropropanes,FALSE,TRUE,TRUE,NA
UN0146,NA,1.1D,"Nitrostarch, dry or wetted with less than 20 percent water, by mass","Nitrostarch, dry or wetted with less than 20 percent water, by mass",FALSE,TRUE,TRUE,NA
UN2308,NA,8,"Nitrosylsulfuric acid, liquid","Nitrosylsulfuric acid, liquid",FALSE,TRUE,TRUE,NA
UN3456,NA,8,"Nitrosylsulphuric acid, solid","Nitrosylsulphuric acid, solid",FALSE,TRUE,TRUE,NA
UN3446,NA,6.1,"Nitrotoluenes, solid","Nitrotoluenes, solid",FALSE,TRUE,TRUE,NA
UN2660,NA,6.1,Nitrotoluidines (mono),Nitrotoluidines (mono),FALSE,TRUE,TRUE,NA
UN0490,NA,1.1D,Nitrotriazolone or NTO,Nitrotriazolone or NTO,FALSE,TRUE,TRUE,NA
UN2422,NA,2.2,Octafluorobut-2-ene or Refrigerant gas R 1318,Octafluorobut-2-ene or Refrigerant gas R 1318,FALSE,TRUE,TRUE,NA
UN0496,NA,1.1D,Octonal,Octonal,FALSE,TRUE,TRUE,NA
UN1191,NA,3,Octyl aldehydes,Octyl aldehydes,FALSE,TRUE,TRUE,NA
UN3102,NA,5.2,"Organic peroxide type B, solid","Organic peroxide type B, solid",FALSE,TRUE,TRUE,NA
UN3112,NA,5.2,"Organic peroxide type B, solid, temperature controlled","Organic peroxide type B, solid, temperature controlled",FALSE,TRUE,TRUE,NA
UN3103,NA,5.2,"Organic peroxide type C, liquid","Organic peroxide type C, liquid",FALSE,TRUE,TRUE,NA
UN3104,NA,5.2,"Organic peroxide type C, solid","Organic peroxide type C, solid",FALSE,TRUE,TRUE,NA
UN3106,NA,5.2,"Organic peroxide type D, solid","Organic peroxide type D, solid",FALSE,TRUE,TRUE,NA
UN3116,NA,5.2,"Organic peroxide type D, solid, temperature controlled","Organic peroxide type D, solid, temperature controlled",FALSE,TRUE,TRUE,NA
UN3117,NA,5.2,"Organic peroxide type E, liquid, temperature controlled","Organic peroxide type E, liquid, temperature controlled",FALSE,TRUE,TRUE,NA
UN3108,NA,5.2,"Organic peroxide type E, solid","Organic peroxide type E, solid",FALSE,TRUE,TRUE,NA
UN3118,NA,5.2,"Organic peroxide type E, solid, temperature controlled","Organic peroxide type E, solid, temperature controlled",FALSE,TRUE,TRUE,NA
UN3109,NA,5.2,"Organic peroxide type F, liquid","Organic peroxide type F, liquid",FALSE,TRUE,TRUE,NA
UN3110,NA,5.2,"Organic peroxide type F, solid","Organic peroxide type F, solid",FALSE,TRUE,TRUE,NA
UN3313,NA,4.2,"Organic pigments, self-heating","Organic pigments, self-heating",FALSE,TRUE,TRUE,NA
UN2762,NA,3,"Organochlorine pesticides liquid, flammable, toxic, flash point less than 23 degrees C","Organochlorine pesticides liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN2996,NA,6.1,"Organochlorine pesticides, liquid, toxic","Organochlorine pesticides, liquid, toxic",FALSE,TRUE,TRUE,NA
UN2761,NA,6.1,"Organochlorine pesticides, solid, toxic","Organochlorine pesticides, solid, toxic",FALSE,TRUE,TRUE,NA
UN3282,NA,6.1,"Organometallic compound, liquid, toxic, n.o.s","Organometallic compound, liquid, toxic, n.o.s",FALSE,TRUE,TRUE,NA
UN3467,NA,6.1,"Organometallic compound, solid, toxic, n.o.s","Organometallic compound, solid, toxic, n.o.s",FALSE,TRUE,TRUE,NA
UN3392,NA,4.2,"Organometallic substance, liquid, pyrophoric","Organometallic substance, liquid, pyrophoric",FALSE,TRUE,TRUE,NA
UN3398,NA,4.3,"Organometallic substance, liquid, water-reactive","Organometallic substance, liquid, water-reactive",FALSE,TRUE,TRUE,NA
UN3391,NA,4.2,"Organometallic substance, solid, pyrophoric","Organometallic substance, solid, pyrophoric",FALSE,TRUE,TRUE,NA
UN3396,NA,4.3,"Organometallic substance, solid, water-reactive, flammable","Organometallic substance, solid, water-reactive, flammable",FALSE,TRUE,TRUE,NA
UN3464,NA,6.1,"Organophosphorus compound, solid, toxic, n.o.s","Organophosphorus compound, solid, toxic, n.o.s",FALSE,TRUE,TRUE,NA
UN3279,NA,6.1,"Organophosphorus compound, toxic, flammable, n.o.s.","Organophosphorus compound, toxic, flammable, n.o.s.",FALSE,TRUE,TRUE,NA
UN2784,NA,3,"Organophosphorus pesticides, liquid, flammable, toxic, flash point less than 23 degrees C","Organophosphorus pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN3018,NA,6.1,"Organophosphorus pesticides, liquid, toxic","Organophosphorus pesticides, liquid, toxic",FALSE,TRUE,TRUE,NA
UN2783,NA,6.1,"Organophosphorus pesticides, solid, toxic","Organophosphorus pesticides, solid, toxic",FALSE,TRUE,TRUE,NA
UN2788,NA,6.1,"Organotin compounds, liquid, n.o.s","Organotin compounds, liquid, n.o.s",FALSE,TRUE,TRUE,NA
UN3146,NA,6.1,"Organotin compounds, solid, n.o.s.","Organotin compounds, solid, n.o.s.",FALSE,TRUE,TRUE,NA
UN2787,NA,3,"Organotin pesticides, liquid, flammable, toxic, flash point less than 23 degrees C","Organotin pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN3020,NA,6.1,"Organotin pesticides, liquid, toxic","Organotin pesticides, liquid, toxic",FALSE,TRUE,TRUE,NA
UN2786,NA,6.1,"Organotin pesticides, solid, toxic","Organotin pesticides, solid, toxic",FALSE,TRUE,TRUE,NA
UN3098,NA,5.1,"Oxidizing liquid, corrosive, n.o.s.","Oxidizing liquid, corrosive, n.o.s",FALSE,TRUE,TRUE,NA
UN3139,NA,5.1,"Oxidizing liquid, n.o.s","Oxidizing liquid, n.o.s",FALSE,TRUE,TRUE,NA
UN3099,NA,5.1,"Oxidizing liquid, toxic, n.o.s","Oxidizing liquid, toxic, n.o.s",FALSE,TRUE,TRUE,NA
UN3137,NA,5.1,"Oxidizing solid, flammable, n.o.s","Oxidizing solid, flammable, n.o.s",FALSE,TRUE,TRUE,NA
UN3121,NA,5.1,"Oxidizing solid, water reactive, n.o.s","Oxidizing solid, water reactive, n.o.s",FALSE,TRUE,TRUE,NA
UN3356,NA,5.1,"Oxygen generator, chemical (including when contained in associated equipment, e.g., passenger service units (PSUs), portable breathing equipment (PBE), etc)","Oxygen generator, chemical (including when contained in associated equipment, e.g., passenger service units (PSUs), portable breathing equipment (PBE), etc) #OR# Oxygen generator, chemical, spent",FALSE,TRUE,TRUE,NA
UN3469,NA,3,"Paint related material, flammable, corrosive (including paint thinning or reducing compound) #OR# Paint, flammable, corrosive, (including paint , lacquer, enamel, stain, shellac, varnish, polish, liquid filler and liquid lacquer base)","Paint, flammable, corrosive, (including paint , lacquer, enamel, stain, shellac, varnish, polish, liquid filler and liquid lacquer base) #OR# Paint related material, flammable, corrosive (including paint thinning or reducing compound)",FALSE,TRUE,TRUE,NA
UN1380,NA,4.2,Pentaborane,Pentaborane,FALSE,TRUE,TRUE,NA
UN3344,NA,4.1,"Pentaerythrite tetranitrate mixture, desensitized, solid, n.o.s. or Pentaerythritol tetranitrate mixture, desensitized, solid, n.o.s. or PETN mixture, desensitized, solid, n.o.s., with more than 10 percent but not more than 20 percent PETN, by mass","Pentaerythrite tetranitrate mixture, desensitized, solid, n.o.s. or Pentaerythritol tetranitrate mixture, desensitized, solid, n.o.s. or PETN mixture, desensitized, solid, n.o.s., with more than 10 percent but not more than 20 percent PETN, by mass",FALSE,TRUE,TRUE,NA
UN0411,NA,1.1D,"Pentaerythrite tetranitrate or Pentaerythritol tetranitrate or PETN, with not less than 7 percent wax by mass","Pentaerythrite tetranitrate or Pentaerythritol tetranitrate or PETN, with not less than 7 percent wax by mass",FALSE,TRUE,TRUE,NA
UN0150,NA,1.1D,"Pentaerythrite tetranitrate, wetted or Pentaerythritol tetranitrate, wetted, or PETN, wetted with not less than 25 percent water, by mass, or Pentaerythrite tetranitrate, or Pentaerythritol tetranitrate or PETN, desensitized with not less than 15 percent phlegmatizer by mass","Pentaerythrite tetranitrate, wetted or Pentaerythritol tetranitrate, wetted, or PETN, wetted with not less than 25 percent water, by mass, or Pentaerythrite tetranitrate, or Pentaerythritol tetranitrate or PETN, desensitized with not less than 15 percent phlegmatizer by mass",FALSE,TRUE,TRUE,NA
UN2286,NA,3,Pentamethylheptane,Pentamethylheptane,FALSE,TRUE,TRUE,NA
UN0151,NA,1.1D,"Pentolite, dry or wetted with less than 15 percent water, by mass","Pentolite, dry or wetted with less than 15 percent water, by mass",FALSE,TRUE,TRUE,NA
UN3154,NA,2.1,Perfluoro(ethyl vinyl ether),Perfluoro(ethyl vinyl ether),FALSE,TRUE,TRUE,NA
UN3214,NA,5.1,"Permanganates, inorganic, aqueous solution, n.o.s","Permanganates, inorganic, aqueous solution, n.o.s",FALSE,TRUE,TRUE,NA
UN3021,NA,3,"Pesticides, liquid, flammable, toxic, flash point less than 23 degrees C","Pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN2902,NA,6.1,"Pesticides, liquid, toxic, n.o.s.","Pesticides, liquid, toxic, n.o.s.",FALSE,TRUE,TRUE,NA
UN2588,NA,6.1,"Pesticides, solid, toxic, n.o.s.","Pesticides, solid, toxic, n.o.s.",FALSE,TRUE,TRUE,NA
UN3494,NA,3,"Petroleum sour crude oil, flammable, toxic","Petroleum sour crude oil, flammable, toxic",FALSE,TRUE,TRUE,NA
UN2645,NA,6.1,Phenacyl bromide,Phenacyl bromide,FALSE,TRUE,TRUE,NA
UN2311,NA,6.1,Phenetidines,Phenetidines,FALSE,TRUE,TRUE,NA
UN3346,NA,3,"Phenoxyacetic acid derivative pesticide, liquid, flammable, toxic flash point less than 23 degrees C","Phenoxyacetic acid derivative pesticide, liquid, flammable, toxic flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN3347,NA,6.1,"Phenoxyacetic acid derivative pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C","Phenoxyacetic acid derivative pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN2746,NA,6.1,Phenyl chloroformate,Phenyl chloroformate,FALSE,TRUE,TRUE,NA
UN2798,NA,8,Phenyl phosphorus dichloride,Phenyl phosphorus dichloride,FALSE,TRUE,TRUE,NA
UN2577,NA,8,Phenylacetyl chloride,Phenylacetyl chloride,FALSE,TRUE,TRUE,NA
UN2199,NA,2.3,Phosphine,Phosphine,FALSE,TRUE,TRUE,NA
UN3525,NA,2.3,"Phosphine, adsorbed","Phosphine, adsorbed",FALSE,TRUE,TRUE,NA
UN2834,NA,8,Phosphorous acid,Phosphorous acid,FALSE,TRUE,TRUE,NA
UN2198,NA,2.3,Phosphorus Pentafluoride,Phosphorus Pentafluoride,FALSE,TRUE,TRUE,NA
UN1339,NA,4.1,"Phosphorus heptasulfide, free from yellow or white phosphorus","Phosphorus heptasulfide, free from yellow or white phosphorus",FALSE,TRUE,TRUE,NA
UN3524,NA,2.3,"Phosphorus pentafluoride, adsorbed","Phosphorus pentafluoride, adsorbed",FALSE,TRUE,TRUE,NA
UN2578,NA,8,Phosphorus trioxide,Phosphorus trioxide,FALSE,TRUE,TRUE,NA
UN2447,NA,4.2,"Phosphorus white, molten","Phosphorus white, molten",FALSE,TRUE,TRUE,NA
UN1338,NA,4.1,"Phosphorus, amorphous","Phosphorus, amorphous",FALSE,TRUE,TRUE,NA
UN2214,NA,8,Phthalic anhydride with more than .05 percent maleic anhydride,Phthalic anhydride with more than .05 percent maleic anhydride,FALSE,TRUE,TRUE,NA
UN2579,NA,8,Piperazine,Piperazine,FALSE,TRUE,TRUE,NA
UN3432,NA,9,"Polychlorinated biphenyls, solid","Polychlorinated biphenyls, solid",FALSE,TRUE,TRUE,NA
UN3527,NA,4.1,"Polyester resin kit, solid base material","Polyester resin kit, solid base material",FALSE,TRUE,TRUE,NA
UN3152,NA,9,"Polyhalogenated biphenyls, solid or Halogenated monomethyldiphenyl-methanes, solid or Polyhalogenated terphenyls, solid","Polyhalogenated biphenyls, solid or Halogenated monomethyldiphenyl-methanes, solid or Polyhalogenated terphenyls, solid",FALSE,TRUE,TRUE,NA
UN3532,NA,4.1,"Polymerizing substance, liquid, stabilized, n.o.s.","Polymerizing substance, liquid, stabilized, n.o.s",FALSE,TRUE,TRUE,NA
UN3534,NA,4.1,"Polymerizing substance, liquid, temperature controlled, n.o.s.","Polymerizing substance, liquid, temperature controlled, n.o.s",FALSE,TRUE,TRUE,NA
UN3531,NA,4.1,"Polymerizing substance, solid, stabilized, n.o.s.","Polymerizing substance, solid, stabilized, n.o.s",FALSE,TRUE,TRUE,NA
UN3533,NA,4.1,"Polymerizing substance, solid, temperature controlled, n.o.s.","Polymerizing substance, solid, temperature controlled, n.o.s",FALSE,TRUE,TRUE,NA
UN1484,NA,5.1,Potassium bromate,Potassium bromate,FALSE,TRUE,TRUE,NA
UN2427,NA,5.1,"Potassium chlorate, aqueous solution","Potassium chlorate, aqueous solution",FALSE,TRUE,TRUE,NA
UN2628,NA,6.1,Potassium fluoroacetate,Potassium fluoroacetate,FALSE,TRUE,TRUE,NA
UN2655,NA,6.1,Potassium fluorosilicate,Potassium fluorosilicate,FALSE,TRUE,TRUE,NA
UN2509,NA,8,Potassium hydrogen sulfate,Potassium hydrogen sulfate,FALSE,TRUE,TRUE,NA
UN3421,NA,8,Potassium hydrogendifluoride solution,Potassium hydrogendifluoride solution,FALSE,TRUE,TRUE,NA
UN2864,NA,6.1,Potassium metavanadate,Potassium metavanadate,FALSE,TRUE,TRUE,NA
UN1488,NA,5.1,Potassium nitrite,Potassium nitrite,FALSE,TRUE,TRUE,NA
UN1489,NA,5.1,Potassium perchlorate,Potassium perchlorate,FALSE,TRUE,TRUE,NA
UN1491,NA,5.1,Potassium peroxide,Potassium peroxide,FALSE,TRUE,TRUE,NA
UN1382,NA,4.2,"Potassium sulfide, anhydrous or Potassium sulfide with less than 30 percent water of crystallization","Potassium sulfide, anhydrous or Potassium sulfide with less than 30 percent water of crystallization",FALSE,TRUE,TRUE,NA
UN1847,NA,8,"Potassium sulfide, hydrated with not less than 30 percent water of crystallization","Potassium sulfide, hydrated with not less than 30 percent water of crystallization",FALSE,TRUE,TRUE,NA
UN2466,NA,5.1,Potassium superoxide,Potassium superoxide,FALSE,TRUE,TRUE,NA
UN0433,NA,1.1C,"Powder cake, wetted or Powder paste, wetted with not less than 17 percent alcohol by mass","Powder cake, wetted or Powder paste, wetted with not less than 17 percent alcohol by mass",FALSE,TRUE,TRUE,NA
UN0159,NA,1.3C,"Powder cake, wetted or Powder paste, wetted with not less than 25 percent water, by mass","Powder cake, wetted or Powder paste, wetted with not less than 25 percent water, by mass",FALSE,TRUE,TRUE,NA
UN0160,NA,1.1C,"Powder, smokeless","Powder, smokeless",FALSE,TRUE,TRUE,NA
UN0161,NA,1.3C,"Powder, smokeless","Powder, smokeless",FALSE,TRUE,TRUE,NA
UN0509,NA,1.4C,"Powder, smokeless","Powder, smokeless",FALSE,TRUE,TRUE,NA
UN0377,NA,1.1B,"Primers, cap type","Primers, cap type",FALSE,TRUE,TRUE,NA
UN0378,NA,1.4B,"Primers, cap type","Primers, cap type",FALSE,TRUE,TRUE,NA
UN0319,NA,1.3G,"Primers, tubular","Primers, tubular",FALSE,TRUE,TRUE,NA
UN0320,NA,1.4G,"Primers, tubular","Primers, tubular",FALSE,TRUE,TRUE,NA
UN0376,NA,1.4S,"Primers, tubular","Primers, tubular",FALSE,TRUE,TRUE,NA
UN0345,NA,1.4S,"Projectiles, inert with tracer","Projectiles, inert with tracer",FALSE,TRUE,TRUE,NA
UN0424,NA,1.3G,"Projectiles, inert, with tracer","Projectiles, inert, with tracer",FALSE,TRUE,TRUE,NA
UN0425,NA,1.4G,"Projectiles, inert, with tracer","Projectiles, inert, with tracer",FALSE,TRUE,TRUE,NA
UN0346,NA,1.2D,"Projectiles, with burster or expelling charge","Projectiles, with burster or expelling charge",FALSE,TRUE,TRUE,NA
UN0427,NA,1.4F,"Projectiles, with burster or expelling charge","Projectiles, with burster or expelling charge",FALSE,TRUE,TRUE,NA
UN0434,NA,1.2G,"Projectiles, with burster or expelling charge","Projectiles, with burster or expelling charge",FALSE,TRUE,TRUE,NA
UN0168,NA,1.1D,"Projectiles, with bursting charge","Projectiles, with bursting charge",FALSE,TRUE,TRUE,NA
UN0169,NA,1.2D,"Projectiles, with bursting charge","Projectiles, with bursting charge",FALSE,TRUE,TRUE,NA
UN0324,NA,1.2F,"Projectiles, with bursting charge","Projectiles, with bursting charge",FALSE,TRUE,TRUE,NA
UN0344,NA,1.4D,"Projectiles, with bursting charge","Projectiles, with bursting charge",FALSE,TRUE,TRUE,NA
UN0497,NA,1.1C,"Propellant, liquid","Propellant, liquid",FALSE,TRUE,TRUE,NA
UN0498,NA,1.1C,"Propellant, solid","Propellant, solid",FALSE,TRUE,TRUE,NA
UN0499,NA,1.3C,"Propellant, solid","Propellant, solid",FALSE,TRUE,TRUE,NA
UN0501,NA,1.4C,"Propellant, solid","Propellant, solid",FALSE,TRUE,TRUE,NA
UN1848,NA,8,Propionic acid with not less than 10% and less than 90% acid by mass,Propionic acid with not less than 10% and less than 90% acid by mass,FALSE,TRUE,TRUE,NA
UN2404,NA,3,Propionitrile,Propionitrile,FALSE,TRUE,TRUE,NA
UN1816,NA,8,Propyltrichlorosilane,Propyltrichlorosilane,FALSE,TRUE,TRUE,NA
UN3352,NA,6.1,"Pyrethroid pesticide, liquid toxic","Pyrethroid pesticide, liquid toxic",FALSE,TRUE,TRUE,NA
UN3350,NA,3,"Pyrethroid pesticide, liquid, flammable, toxic, flash point less than 23 degrees C","Pyrethroid pesticide, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN3349,NA,6.1,"Pyrethroid pesticide, solid, toxic","Pyrethroid pesticide, solid, toxic",FALSE,TRUE,TRUE,NA
UN3194,NA,4.2,"Pyrophoric liquid, inorganic, n.o.s","Pyrophoric liquid, inorganic, n.o.s",FALSE,TRUE,TRUE,NA
UN2845,NA,4.2,"Pyrophoric liquids, organic, n.o.s","Ethyl phosphonous dichloride, anhydrous pyrophoric liquid #OR# Methyl phosphonous dichloride, pyrophoric liquid #OR# Pyrophoric liquids, organic, n.o.s",FALSE,TRUE,TRUE,NA
UN1383,NA,4.2,"Pyrophoric metals, n.o.s., or Pyrophoric alloys, n.o.s","Pyrophoric metals, n.o.s., or Pyrophoric alloys, n.o.s",FALSE,TRUE,TRUE,NA
UN2846,NA,4.2,"Pyrophoric solids, organic, n.o.s","Pyrophoric solids, organic, n.o.s",FALSE,TRUE,TRUE,NA
UN2656,NA,6.1,Quinoline,Quinoline,FALSE,TRUE,TRUE,NA
