"Title","AccidentDate","GeolocationLatitude","GeolocationLongitude","NTSB_InvestigationStatus","NTSB_Title","WhatHappened","WhatWeFound","WhatWeRecommended","IIC","LessonsLearned","InvestigativeDetailVideo1","InvestigativeDetailVideo2","InvestigativeDetailVideo3","InvestigativeDetailVideo4","InvestigativeDetailVideo1Title","InvestigativeDetailVideo2Title","InvestigativeDetailVideo3Title","InvestigativeDetailVideo4Title","RelatedSafetyAlert","Month","Day_Of_Week","Time_Of_Day"
"National Railroad Passenger Corp. (Amtrak) Head End Collision of Train No. 111 and Plasser Track Machine Equipment",1979-04-20 04:00:00,NA,NA,"Closed",NA,"About 12&#58;03 p.m., e.s.t., on April 20, 1979, National Railroad Passenger Corporation (Amtrak) passenger train No. 111 collided head-on with an Amtrak Plasser track machine at Edison, New Jersey. The track machine was destroyed, and the locomotive was heavily damaged. The lead truck of the passenger car behind the locomotive derailed. Seventy-one persons were treated for minor injuries, and one passenger and one onboard attendant were admitted to the hospital. Total property damage was about $353,600.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Thu",NA
"Louisville & Nashville Railroad Co. Freight Train Derailment & Puncture of Hazardous Materials Tank Cars",1979-04-08 04:00:00,NA,NA,"Closed",NA,"About 8 a.m., on April 8, 1979, 29 cars, including 26 placarded tank cars containing hazardous materials, of Louisville &amp; Nashville Railroad Company freight train No. 403 derailed while moving around a curve between Milligan and Crestview, Florida. Two tank cars of anhydrous ammonia ruptured and rocketed. Twelve other cars containing acetone, methyl alcohol, chlorine, carbolic acid, and anhydrous ammonia ruptured, and their contents either burned or were consumed by fire. Fourteen persons were injured as a result of the release of anhydrous ammonia and other materials or during the evacuation of 4,500 persons. Property damage was estimated to be $1,258,500.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Sat",NA
"Rear End Collision of Two Union Pacific Freight Trains",1979-03-29 05:00:00,NA,NA,"Closed",NA,"About 2&#58;41 a.m., m.s.t., on March 29, 1979, Union Pacific Railroad (UP) freight train Extra 3449 West struck the rear of UP unit coal train Extra 3055 West as it was moving from the No. 1 main track into a siding at Ramsey, Wyoming. Two train crewmembers were killed and three crewmembers were injured. The 3 locomotive units of Extra 3449 West and 23 cars were derailed. Total damage was estimated to be $1,121,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Thu",NA
"Rear End Collision of Two Consolidated Rail Corporation Freight Trains",1979-01-31 05:00:00,NA,NA,"Closed",NA,"About 5&#58;08 a.m., e.s.t., on January 31, 1979, Consolidated Rail Corporation (Conrail) freight train CNEN-0 collided with the rear end of standing Conrail train SYEN-0 at Muncy, Pennsylvania. The lead locomotive unit of train CNEN-0 was destroyed and the second unit was heavily damaged; 14 cars were damaged. Four cars of train SYEN-0 were destroyed, and one was heavily damaged. Two crewmembers were killed and three were injured. Total property damage was estimated to be $1,304,200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Wed",NA
"Bay Area Rapid Transit Fire on Train No. 117 and Evacuation of Passengers While in the Transbay Tube",1979-01-17 05:00:00,NA,NA,"Closed",NA,"About 6&#58;06 p.m., on January 17, 1979, the fifth and sixth cars of the seven-car westbound train No. 117 of the Bay Area Rapid Transit District (BART) caught fire while moving through the tunnel under the San Francisco Bay between Oakland and San Francisco, California. Forty passengers and two BART employees were evacuated from the burning train through emergency doors into a gallery walkway located between the two single track tunnels and then into a waiting train in the adjacent tunnel. One fireman died when the gallery suddenly filled with heavy black toxic smoke. Twenty-four firemen, seventeen passengers, three emergency personnel, and twelve BART employees were treated for smoke inhalation. Property damage was estimated to be $2,450,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Wed",NA
"Derailment of New York City Transit Authority Subway Train",1978-12-12 05:00:00,NA,NA,"Closed",NA,"About 4&#58;38 a.m., on December 12, 1978, the sixth and seventh car of a New York City Transit Authority subway train designated &quot;CC&quot; 4&#58;06 p.m. derailed within moments after departing 59th Street station. Twenty-two persons were injured, and property damage was estimated to be $667,500.
While the Safety Board was investigating this accident, three other trains derailed from what appeared to be similar causes. Therefore, the investigation was expanded to include all four accidents.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Tue",NA
"Derailment of Southern Railway Company Train No. 2, The Crescent",1978-12-03 05:00:00,NA,NA,"Closed",NA,"About 5&#58;38 a.m., on December 3, 1978, as the Southern Railway Company's train No. 2, The Crescent, was passing through a 515' curve at Elma Nelson County, Virginia, eight cars and four locomotive units were derailed. Six persons were killed, 41 persons were injured, and property damage was estimated to be $557,500.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Sun",NA
"Head End Collision of Louisville and Nashville Railroad Local Freight Train and Yard Train",1978-09-18 04:00:00,NA,NA,"Closed",NA,"About 10&#58;31 a.m., c.d.t., on September 18, 1978, Louisville and Nashville Railroad local freight train Extra 542 South collided head-on with L&amp;N yard train No. 101 on the single main track within yard limits at Florence, Alabama. Both locomotive units and one car of each train were derailed. Three train crewmembers were killed. Since an LPG tank car was derailed and oil was spilled from ruptured locomotive fuel tanks, local officials evacuated about 1,000 persons from nearby residences. Total damage was estimated to be $462,500.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Mon",NA
"Rear End Collision of Conrail Commuter Train No. 400 and Amtrak Passenger Train No. 60",1978-06-09 04:00:00,NA,NA,"Closed",NA,"About 6&#58;40 p.m., on June 9, 1978, Conrail commuter train No. 400 struck Amtrak passenger train No. 60, which was slowing to stop at a grade crossing at Seabrook, Maryland. Eight cars of train No. 60 and the three head cars of train No. 400 derailed. Sixteen crewmembers and 160 passengers were injured, and damage was estimated to be $248,050.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Fri",NA
"St. Louis Southwestern Railway Company Freight Train Derailment and Rupture of Vinyl Chloride Tank Car",1978-03-29 05:00:00,NA,NA,"Closed",NA,"About 12&#58;10 a.m., on March 29, 1978, 4 locomotive units and 43 cars of St. Louis Southwestern Railway Company freight train SRASK derailed when they entered an 8 curve in the wye track at Lewisville, Arkansas. The body of the 13th car struck and ruptured the tank head of the 12th car, releasing vinyl chloride into the atmosphere. The vinyl chloride subsequently ignited and buildings within a 1,500-foot radius of the ruptured car were damaged. About 1,700 residents of Lewisville were evacuated. The engineer and two head brakemen were injured. Property damage was estimated to be $2,189,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Wed",NA
"Derailment of Amtrak Train No. 8, The Empire Builder, on Burlington Northern Track",1978-03-28 05:00:00,NA,NA,"Closed",NA,"About 5&#58;50 p.m. on March 28, 1979, Amtrak train No. 8, The Empire Builder, operating on Burlington Northern track, derailed nine cars at Lohman, Montana. Forty-eight persons were injured in the derailment, and the property damage was estimated to be $333,500.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Tue",NA
"Derailment of Atlanta & St. Andrews Bay Railroad Company Freight Train",1978-02-26 05:00:00,NA,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Sun",NA
"Derailment of Auto Train No. 4 on Seaboard Coast Line Railroad (Revised)",1978-02-24 05:00:00,NA,NA,"Closed",NA,"About 2&#58;10 a.m., on February 24, 1978, 19 cars and a locomotive unit of Auto-Train No. 4 derailed on Seaboard Coast Line Railroad trackage at Florence, South Carolina. Twenty-four of the 503 passengers were injured. The total accident damage was estimated to be $774,029.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Fri",NA
"Derailment of L & N Railroad Company's Train No. 584 and Subsequent Rupture of Tank Car Containing Liquefied Petroleum Gas",1978-02-22 05:00:00,NA,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Wed",NA
"Collision of Port Authority of Allegheny County Trolley Car No. 1790 and Bus No. 2413",1978-02-10 05:00:00,NA,NA,"Closed",NA,"About 8&#58;03 a.m., on February 10, 1978, a trolley car and a bus owned by the Port Authority of Allegheny County collided in Pittsburgh, Pennsylvania, when the trolley car suddenly turned into the path of the oncoming bus. Four persons were killed, 37 persons were injured, and damage was estimated to be $48,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Fri",NA
"Collision of a Louisiana & Arkansas Railway Freight Train and a L. V. Rhymes Tractor-Semitrailer",1977-12-28 05:00:00,"32.015757","-92.907753","Closed",NA,"About 2:15 p.m. c.s.t., on December 28, 1977, Louisiana & Arkansas Railway freight train Extra 4102 North collided with a log-laden tractor-semitrailer on the Vine Street crossing in Goldonna, Louisiana. The 2 diesel locomotive units and 22 cars of the train were derailed. A ""jumbo"" tank car loaded with about 31,000 gallons of liquefied petroleum gas was ruptured and the cargo ignited. The resultant fireball enveloped an area 1,200 feet wide including parts of Goldonna's business and residential districts. Two train crewmembers were killed; the truckdriver, a train crewmember, and eight bystanders were injured. Total damage was estimated to he $1,256,000. About 900 persons were evacuated from tine Goldonna area.","<p>​​​The probable cause of the accident was the excessive speed of the train, the failure of the truckdriver to approach the railroad at a speed which would allow him to stop short of the approaching train; and the obstructions which reduced the truckdriver's ·field of vision. Contributing to the cause of the
fatalities to train crewmembers were the ignition of LPG which escaped from head punctures to a l12A340W tank car, deformation of the locomotive operating compartment, and location of the LPG tank car near the locomotive in violation of Federal regulations.</p>","<p>​​As a result of this accident investigation, the National Transportation Safety Board made recommendations to the State of Louisiana Department of Transportation and Development, the Louisiana &amp; Arkansas Railway Company, and the Federal Railroad Administration.​<br></p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Wed",0-01-01 14:15:00
"Louisville and Nashville Railroad Co. Freight Train Derailment and Puncture of Anhydrous Ammonia Tank Cars",1977-11-09 05:00:00,NA,NA,"Closed",NA,"About 6&#58;06 p.m., on November 9, 1977, 2 SD-45 locomotive units and 35 cars of Louisville Nashville freight train No. 407 derailed when entering a 6�04' curve at Pensacola, Florida. The adjacent tank heads of the 18th and 19th cars were punctured during the derailment by a loose wheel and axle assembly; this released anhydrous ammonia into the atmosphere. Two persons died and 46 were injured as a result of the derailment, release of anhydrous ammonia, and evacuation of about 1,000 persons. Property damage was estimated to be $724,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"Wed",NA
"Side Collision of Southern Railway Company Trains Nos. 1 and 152",1977-10-08 04:00:00,NA,NA,"Closed",NA,"About 2&#58;53 a.m. on October 8, 1977, Southern Railway Company train No. 1, The Crescent, entered a crossover from the main track into the Spencer Yard at Spencer, North Carolina, and sideswiped freight cars which were being assembled as train No. 152 on an adjacent yard track. Four locomotive units and five cars of The Crescent and seven cars of train No. 152 were derailed. Twenty-six persons received minor injuries, and damage was estimated to be $250,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Sat",NA
"Seaboard Coast Line/Amtrak Passenger Train/Pickup Truck Collision",1977-10-02 04:00:00,"27.985769","-82.17038","Closed",NA,"​​At 8:25 p.m. on October 2, 1977, westbound Amtrak passenger train No. 57 struck a northbound picup truck at a railroad/highway gra​de crossing in Plant City, Florida. The crossing was equipped ith red flashing signals which were operating. The train was traveling at 70 mph in a 79-mph speed zone; the pickup truck was traveling at 50 mph in a 45-mph speed zone. The 10 occupants of the pickup truck died in teh crash. None of the traincrew or its 30 passengers was injured.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Sun",0-01-01 20:25:00
"Head On Collision of Two Greater Cleveland Regional Transit Authority Trains",1977-07-08 04:00:00,NA,NA,"Closed",NA,"About 10&#58;05 a.m., e.d.t., on July 8, 1977, two trains of the Greater Cleveland Regional Transit Authority collided head-on on the eastbound track of the Shaker Heights Line, near 92nd and Holton Streets in Cleveland, Ohio. Sixty persons were injured and property damage was estimated to be $100,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Fri",NA
"Rear End Collision of Two Conrail Freight Trains, Stemmers Run",1977-06-12 04:00:00,NA,NA,"Closed",NA,"About 11&#58;03 p.m., on June 12, 1977, ConRail freight train WA-4 collided with the rear of ConRail freight train WA-6. A fire began in the lead locomotive unit of train WA-4 and in the caboose of train WA-6. Damage was about $300,000. Two crewmembers on each train were injured.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Sun",NA
"Rear End Collision of Two Chicago Transit Authority Trains",1977-02-04 05:00:00,NA,NA,"Closed",NA,"About 5&#58;27 p.m., c.s.t., on February 4, 1977, Chicago Transit Authority Lake-Dan Ryan train No. 930 struck the rear of Ravenswood train No. 415, which was standing on the elevated rail structure at the intersection of Wabash Avenue and Lake Street. The four lead cars of the eight-car Lake-Dan Ryan train overturned and fell from the elevated structure to the street. One end of each of the two rear cars of the Ravenswood train derailed. Eleven persons were killed and 266 persons were injured. Property damage was estimated to be $1.2 million.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Fri",NA
